Date,Food ,Mines,Oil  ,Clths,Durbl,Chems,Cnsum,Cnstr,Steel,FabPr,Machn,Cars ,Trans,Utils,Rtail,Finan,Other
1993-11-01,0.2,-2.5,-5.98,1.07,-0.54,1.34,2.29,2.97,0.41,-0.09,0.84,1.54,1.25,-5.52,0.85,-3.85,-2.91
1993-12-01,1.59,10.71,0.6,0.51,1.27,2.64,1.15,1.21,6.73,3.62,5.15,4.24,3.75,1.61,-3.17,2.26,1.52
1994-01-01,-0.73,0.93,4.89,-2.76,2.1,8.42,0.86,2.51,10.39,0.63,4.33,8.23,3.79,-1.21,0.98,4.15,3.77
1994-02-01,-0.92,-0.93,-2.92,1.87,-1.36,-0.94,-4.92,0.14,-3.07,-0.59,0.94,-4.69,-1.65,-4.97,2.14,-4.04,-3.27
1994-03-01,-3.88,1.8,-3.57,-0.54,-3.52,-2.96,-7.17,-4.74,-5.64,-4.4,-3.98,-6.56,-5.3,-3.92,-5.01,-3.26,-5.0
1994-04-01,1.23,-9.48,4.21,0.27,-1.66,2.49,4.62,0.56,-0.94,0.27,-2.34,0.47,-0.42,2.13,0.05,2.49,0.03
1994-05-01,-1.31,0.87,0.88,-3.41,1.94,3.73,2.99,1.22,3.5,3.04,0.42,-2.18,-0.48,-5.35,-2.68,4.33,2.12
1994-06-01,-1.32,-2.33,-2.71,-3.81,-2.31,-2.84,-2.98,-3.08,0.86,-0.53,-4.54,-3.06,-1.65,-3.12,-2.07,-2.56,-2.33
1994-07-01,3.4,0.82,3.13,1.44,2.38,3.92,1.38,2.75,6.56,-0.73,4.7,3.71,0.97,5.16,0.91,2.83,3.45
1994-08-01,6.55,4.34,-0.21,5.19,4.58,6.21,10.7,5.84,5.29,3.38,6.59,-1.23,3.25,0.66,4.11,3.53,4.37
1994-09-01,0.9,5.63,-2.06,-3.49,-1.64,-0.78,0.63,-3.19,0.63,-2.57,-1.6,-5.32,-6.38,-2.77,-2.61,-4.77,-0.62
1994-10-01,2.56,-8.48,7.37,1.47,-0.3,-0.01,2.43,0.82,-3.72,1.61,4.55,-1.66,2.18,1.57,1.25,0.33,1.09
1994-11-01,-0.95,-9.43,-5.1,-3.67,-4.74,-7.69,1.02,-3.99,-8.47,-3.58,-3.64,-4.72,-3.83,0.27,-3.3,-5.37,-4.09
1994-12-01,1.41,2.5,-0.7,0.99,0.9,3.58,0.29,0.68,4.41,1.16,3.71,4.48,2.15,0.35,-4.11,1.35,1.96
1995-01-01,2.49,-6.18,0.24,-2.99,1.23,-2.56,5.87,1.27,-6.05,2.51,-0.2,-5.79,2.0,6.21,1.56,5.65,2.2
1995-02-01,2.69,4.31,4.73,2.51,5.05,6.05,1.75,2.8,3.44,4.25,6.86,4.63,6.87,0.82,2.85,4.91,3.7
1995-03-01,3.11,10.75,5.13,0.01,3.72,5.88,1.93,0.34,2.24,4.47,4.17,1.27,4.57,-1.75,4.33,1.18,2.36
1995-04-01,3.65,-1.42,2.29,-0.72,1.81,3.16,3.47,-0.14,0.15,1.16,7.96,1.76,3.52,2.38,-2.25,1.79,1.8
1995-05-01,5.08,-0.95,4.17,1.54,2.53,2.95,3.09,1.66,1.67,4.91,3.53,4.99,2.17,6.02,3.6,6.22,1.1
1995-06-01,1.79,0.93,-3.09,2.59,0.8,1.48,3.02,3.16,6.63,0.49,6.24,1.16,4.23,-0.45,5.25,1.77,5.37
1995-07-01,0.55,5.56,2.2,6.24,2.8,2.64,2.57,4.46,6.47,3.54,7.49,2.2,7.66,-0.37,3.12,4.19,5.62
1995-08-01,0.12,1.04,-1.63,0.16,0.92,-0.07,0.2,-1.64,-0.06,-1.24,-0.17,0.83,-0.27,0.99,-3.1,5.2,1.88
1995-09-01,8.15,0.29,1.24,1.74,0.1,2.53,7.88,1.96,-4.11,-4.07,1.3,-0.39,3.79,6.27,3.91,5.76,3.33
1995-10-01,1.8,-8.61,-0.19,-5.27,-1.96,-5.59,3.12,-2.36,-5.94,-6.72,0.96,-5.27,-2.15,1.48,-6.7,-1.93,-1.21
1995-11-01,4.31,8.1,4.88,2.39,5.55,6.37,5.38,7.27,8.11,7.29,0.1,5.41,7.49,1.58,5.91,6.76,3.54
1995-12-01,1.52,2.57,5.72,2.29,-1.31,2.08,4.06,1.98,-0.41,-0.58,-2.07,4.37,1.09,5.09,-1.99,1.25,1.75
1996-01-01,3.12,14.06,-0.46,-3.0,3.14,5.55,5.4,1.42,3.9,1.22,3.43,3.11,0.78,1.86,0.21,3.9,1.95
1996-02-01,3.29,2.21,1.05,2.26,1.03,3.15,-1.13,-1.93,-0.71,5.95,4.79,1.81,3.33,-2.65,5.86,2.13,0.71
1996-03-01,-1.48,0.04,4.93,7.96,0.91,5.66,0.32,4.15,5.43,1.55,-2.28,6.64,3.44,-0.51,6.41,1.0,0.29
1996-04-01,-0.45,0.89,3.67,4.66,4.51,-1.1,-0.78,2.07,1.98,5.13,6.72,3.25,1.85,-2.66,4.44,-1.06,4.72
1996-05-01,7.14,4.2,0.42,6.86,3.23,-0.44,4.6,3.36,-0.12,1.34,3.52,1.63,0.88,1.32,4.15,1.44,2.39
1996-06-01,3.91,-10.47,0.99,0.03,-0.36,-2.37,1.93,0.89,-5.56,-0.23,-4.55,-5.12,-0.46,5.25,-1.64,0.68,-1.53
1996-07-01,-4.35,-3.15,-4.55,-4.48,-6.19,-3.21,-3.61,-4.8,-5.72,-7.46,-6.14,-4.49,-4.9,-5.81,-7.43,-2.46,-8.35
1996-08-01,1.11,2.98,2.89,5.16,2.6,4.05,0.33,3.51,5.76,6.2,4.72,3.0,3.17,2.89,6.79,4.26,2.31
1996-09-01,4.62,-2.94,3.97,4.69,4.86,5.76,6.8,6.45,2.05,2.49,10.58,-0.26,3.47,0.68,2.62,5.84,5.36
1996-10-01,1.37,-1.48,6.22,-0.27,-1.96,1.06,1.88,1.07,-0.8,-1.17,0.89,4.59,1.76,3.6,-2.34,5.47,-2.05
1996-11-01,4.11,2.36,5.39,0.13,5.65,4.74,8.52,2.26,8.02,6.21,12.5,5.93,6.37,2.61,3.26,8.38,5.51
1996-12-01,-0.81,-1.66,0.65,2.12,-2.01,-1.83,-1.76,-0.56,-1.48,1.22,-2.47,-2.57,1.15,0.13,-4.16,-1.67,-0.38
1997-01-01,7.12,-3.14,4.12,5.34,4.44,4.25,9.93,3.7,4.91,3.64,8.57,2.41,2.01,0.92,0.52,6.63,4.27
1997-02-01,2.76,14.93,-5.71,2.7,2.22,0.88,2.88,-0.16,0.52,-2.7,-5.52,0.53,-1.54,-0.57,3.76,3.96,-1.22
1997-03-01,-4.05,-10.4,4.95,-4.08,-6.06,-2.11,-7.29,-4.34,-4.61,-3.99,-4.61,-4.26,-0.81,-2.78,0.11,-6.54,-6.08
1997-04-01,7.5,-4.59,0.05,-3.37,5.66,3.19,7.62,6.71,2.1,5.1,7.18,4.64,4.1,-1.39,2.18,5.98,3.59
1997-05-01,4.69,8.07,7.37,5.79,6.63,4.54,7.05,6.5,8.1,10.53,9.66,5.39,6.49,3.79,5.25,5.78,8.73
1997-06-01,3.19,2.61,1.23,3.49,4.42,6.7,8.26,4.79,4.32,3.61,1.88,2.83,3.56,3.06,5.92,6.05,3.85
1997-07-01,3.62,1.4,7.15,2.92,0.31,6.82,3.03,8.78,10.35,2.89,16.41,8.17,7.81,2.81,8.94,10.57,5.41
1997-08-01,-8.36,0.33,0.38,-3.8,-2.43,-4.56,-7.61,-6.37,-1.84,2.56,-1.69,1.08,-5.19,-1.16,-3.25,-5.68,-2.49
1997-09-01,7.17,5.15,6.22,5.92,4.48,0.46,5.85,5.5,1.19,1.14,4.54,5.41,6.1,4.64,4.65,8.24,5.55
1997-10-01,-3.51,-13.53,-1.93,-6.89,-3.85,-3.93,0.59,-1.02,-7.7,-4.61,-10.12,-3.17,-5.82,0.93,-2.75,-2.07,-2.43
1997-11-01,7.29,-8.81,-3.53,0.51,1.67,3.0,4.77,2.45,-3.46,1.82,2.8,-2.13,1.91,7.14,6.97,3.6,4.45
1997-12-01,3.66,-5.56,-1.26,-5.58,0.9,-0.03,4.46,3.74,1.7,0.79,-3.59,4.38,0.44,7.94,-1.34,5.71,1.15
1998-01-01,-2.62,-0.59,-5.67,-0.05,2.42,-2.79,4.79,1.37,2.37,-2.29,4.39,0.32,0.59,-4.4,1.26,-2.62,2.64
1998-02-01,4.37,3.99,6.91,9.74,8.27,7.69,5.47,8.74,5.82,8.51,8.01,12.77,7.54,2.63,11.75,8.95,6.65
1998-03-01,8.35,9.63,4.61,5.29,5.27,5.51,2.47,8.21,3.37,4.36,-0.89,6.04,3.46,6.75,7.11,5.95,7.44
1998-04-01,-3.43,3.32,3.81,2.27,3.27,2.77,0.84,-0.13,3.57,-2.9,4.68,1.59,-1.31,-2.52,-0.32,2.03,0.5
1998-05-01,1.89,-10.72,-4.09,-1.41,-3.49,1.12,-1.48,1.17,-7.23,-3.44,-6.08,9.67,-3.69,-0.88,2.82,-2.28,-4.29
1998-06-01,3.84,-3.98,-1.23,-0.09,-0.08,-3.51,7.33,1.27,-1.73,-6.94,2.76,2.93,-0.83,2.81,6.3,3.68,5.38
1998-07-01,-6.13,-2.24,-6.85,-10.42,-0.32,-9.23,-0.12,-3.73,-6.33,-6.92,0.98,-0.16,-5.78,-5.4,-2.38,-1.18,-1.46
1998-08-01,-14.71,-21.26,-10.47,-20.57,-14.08,-11.21,-9.82,-16.44,-18.5,-19.36,-14.75,-19.49,-17.6,1.96,-13.56,-22.01,-16.79
1998-09-01,-0.07,22.51,13.68,0.49,-3.05,0.64,10.47,0.09,9.15,-2.63,10.61,1.52,4.41,8.15,0.06,2.13,9.15
1998-10-01,12.39,1.2,1.17,5.24,9.81,1.32,6.47,10.94,8.22,11.41,10.05,11.72,10.73,-1.78,12.43,10.06,5.39
1998-11-01,4.91,1.67,0.22,6.23,2.93,4.05,5.65,8.13,-2.1,3.19,8.44,5.53,4.81,1.34,9.54,6.26,7.94
1998-12-01,-0.92,6.94,-1.42,4.4,1.07,-4.91,3.35,11.41,-0.77,-5.04,11.93,4.73,-1.76,2.86,9.11,3.17,11.94
1999-01-01,-2.67,5.92,-5.44,2.45,-0.69,-4.85,-1.49,5.85,3.69,-0.4,11.23,7.87,-0.63,-6.24,3.45,0.32,8.22
1999-02-01,-2.72,2.03,-3.33,-0.97,-3.61,1.55,-0.03,-4.94,-5.29,-2.06,-10.74,-4.2,1.17,-3.62,0.07,0.64,-5.54
1999-03-01,-2.56,13.45,14.1,-0.69,-1.42,3.71,1.65,4.75,-2.54,3.89,5.3,-1.6,3.41,-1.64,3.81,3.01,4.76
1999-04-01,3.4,22.34,15.64,8.51,13.32,22.25,-5.81,1.02,30.67,16.37,4.12,8.57,13.05,7.35,-0.04,6.33,4.38
1999-05-01,1.43,-10.6,-2.76,-1.65,-2.9,-6.06,-2.0,-2.68,-7.36,-0.15,-0.55,-5.37,-3.47,6.72,-4.08,-3.86,-0.8
1999-06-01,-1.86,-8.49,0.24,2.04,4.4,3.11,4.03,-0.45,8.8,1.76,11.56,-0.46,3.12,-4.48,8.02,2.78,7.32
1999-07-01,-1.51,-9.44,2.35,-8.03,-3.46,-0.12,-5.58,-1.65,-1.14,-0.86,1.86,-7.18,-1.36,-0.44,-6.09,-5.71,-3.77
1999-08-01,-2.94,5.35,1.32,-11.06,-4.91,-5.88,3.89,-3.92,-0.48,-6.43,7.18,3.1,-4.76,0.55,-6.06,-5.17,-2.36
1999-09-01,-9.45,-3.97,-3.66,0.31,-9.03,-5.52,-7.5,-1.62,-2.47,-3.04,-1.6,-6.19,-6.49,-4.33,1.43,-5.53,1.48
1999-10-01,12.52,9.83,-2.49,0.88,-1.67,2.26,10.51,4.99,1.02,-0.71,4.97,3.46,1.74,2.21,4.26,14.16,4.4
1999-11-01,1.12,0.14,3.55,-7.59,-1.87,-0.57,0.32,2.57,7.29,-3.94,8.16,-2.4,-4.62,-7.39,4.64,-3.67,7.64
1999-12-01,-7.12,13.64,0.78,3.63,1.56,6.83,-8.31,16.01,22.36,4.2,16.09,3.84,2.01,-2.28,2.97,-1.08,15.41
2000-01-01,-5.08,21.5,2.13,-11.03,-8.09,-8.91,3.57,-14.92,-2.42,-9.48,-0.16,-0.87,-9.62,6.03,-12.72,-4.53,-7.0
2000-02-01,-9.45,-3.83,-4.92,-9.65,-4.89,-7.54,-10.2,-1.31,7.23,-11.41,19.9,-7.93,-6.23,-7.16,-6.39,-8.79,5.14
2000-03-01,4.62,-3.47,12.97,20.85,2.98,12.78,1.06,12.24,3.43,13.46,8.01,10.33,11.48,5.94,15.13,16.97,3.0
2000-04-01,-0.03,-11.51,-1.5,4.16,1.43,-4.48,9.0,-6.16,-0.8,2.14,-3.2,10.05,4.84,7.48,-3.14,-3.69,-11.05
2000-05-01,13.08,-8.04,10.4,-5.03,-0.9,0.66,6.7,-10.01,-4.84,-2.54,-9.39,-13.69,-2.09,3.97,-1.78,4.98,-8.08
2000-06-01,3.86,6.6,-6.67,-7.93,-1.84,-6.31,8.42,-0.68,16.01,-6.25,10.65,-11.26,-5.8,-4.72,-2.42,-4.26,7.37
2000-07-01,1.82,-4.88,-1.31,5.37,-3.75,1.22,-7.11,-0.1,-6.2,4.03,-2.02,5.8,8.49,4.21,-3.38,8.64,-6.08
2000-08-01,-5.94,5.51,9.55,1.91,5.11,2.76,1.07,-0.75,25.05,8.77,14.36,5.71,3.5,11.76,-4.95,10.11,7.37
2000-09-01,5.27,-7.63,4.79,0.4,-12.5,-3.39,5.28,2.81,-12.27,-5.77,-18.32,-4.65,3.2,9.16,1.4,2.48,-6.54
2000-10-01,7.67,-2.35,-3.52,2.76,0.84,2.12,5.95,-6.08,-12.15,3.71,-5.5,3.31,11.05,-1.81,1.34,-0.51,-5.21
2000-11-01,4.38,4.98,-4.18,3.4,-4.84,1.11,2.86,-5.48,-15.68,-7.7,-23.37,-12.83,-0.03,3.06,1.95,-5.17,-14.87
2000-12-01,2.14,9.48,9.44,13.16,4.73,10.02,3.71,13.99,1.94,9.77,-7.05,-0.65,1.77,6.6,2.37,9.97,-2.39
2001-01-01,-4.71,1.63,-3.61,4.36,10.1,-5.0,-8.42,3.13,6.15,1.61,12.94,13.49,-0.29,-10.77,8.49,-0.49,9.59
2001-02-01,-1.66,4.58,-1.34,-10.07,0.85,-2.44,0.24,-4.31,-23.84,0.02,-28.99,-0.84,-0.26,6.16,-5.06,-5.13,-11.08
2001-03-01,-5.86,0.91,-1.14,-1.47,-3.36,-4.4,-6.99,-0.02,-8.38,-2.4,-12.34,-2.23,-6.02,1.24,-3.1,-3.32,-10.04
2001-04-01,-1.44,7.8,9.99,6.93,3.9,6.37,3.55,5.6,13.33,6.84,16.92,8.73,7.8,5.53,4.22,4.1,11.11
2001-05-01,3.69,5.85,-1.04,3.77,6.34,0.94,2.69,3.7,0.2,5.57,-5.51,-2.88,3.85,0.24,1.03,3.66,1.15
2001-06-01,-2.46,-5.9,-7.5,-1.15,0.37,-2.96,-4.37,-1.84,-7.3,-1.22,-1.23,4.97,-8.45,-6.05,-2.87,0.7,0.34
2001-07-01,2.6,-8.22,-2.34,1.26,-2.12,-3.36,3.27,4.36,-2.19,-1.78,-3.96,5.31,2.07,-3.83,4.88,-0.67,-5.61
2001-08-01,4.15,3.43,-4.66,-4.38,0.52,-1.33,-2.72,-3.97,-6.18,-1.08,-9.87,-12.92,-4.76,0.52,-7.73,-5.43,-8.67
2001-09-01,-1.98,-4.97,-6.46,-17.58,-16.73,-9.17,1.22,-14.55,-22.05,-16.83,-24.32,-15.28,-18.69,-6.58,-8.69,-5.7,-9.38
2001-10-01,1.35,1.88,2.49,7.26,6.36,3.37,0.64,2.88,2.43,7.44,18.48,0.15,5.16,1.87,3.62,-1.52,1.8
2001-11-01,0.71,-0.65,-5.98,9.59,6.43,10.89,3.4,16.26,15.75,9.31,19.22,16.93,8.67,-1.54,10.12,6.86,9.15
2001-12-01,2.27,4.56,5.63,7.59,3.88,-1.14,-2.92,7.43,-2.62,7.0,-2.01,-2.08,3.81,4.04,4.2,3.15,2.34
2002-01-01,-0.02,-0.61,-2.85,5.3,2.02,-1.58,-0.41,0.06,-0.25,-0.58,4.45,2.51,6.75,-4.34,3.43,-1.35,-4.7
2002-02-01,3.63,3.24,5.52,0.04,4.9,4.39,1.17,1.89,0.02,7.44,-13.03,2.39,4.9,-0.37,0.4,-1.11,-4.07
2002-03-01,4.08,9.3,7.7,4.25,5.37,5.12,-0.03,-1.02,6.04,9.64,9.89,7.58,3.08,10.28,2.47,6.21,2.71
2002-04-01,2.84,-0.85,-4.92,3.68,2.41,-5.13,-6.56,-0.4,-7.11,3.4,-7.21,1.27,-3.4,-0.41,-1.67,-1.11,-10.2
2002-05-01,0.78,6.24,-1.21,-1.33,-0.71,1.58,-1.26,-3.07,0.28,-2.66,-3.16,1.45,0.07,-6.91,-0.36,-0.15,-1.59
2002-06-01,-2.01,-8.17,-0.09,-2.06,-5.26,-1.35,-9.76,-5.29,-5.3,-2.54,-15.9,-8.11,0.37,-5.8,-4.2,-4.82,-8.66
2002-07-01,-8.38,-14.39,-11.83,-11.88,-10.27,-9.51,-1.72,-12.88,-20.38,-13.97,-9.38,-12.14,-8.19,-12.13,-11.16,-7.04,-7.72
2002-08-01,0.63,7.66,0.56,-1.27,3.73,1.77,2.58,2.04,-4.88,3.01,-3.5,-0.25,-4.84,3.41,0.57,2.26,-0.05
2002-09-01,-4.72,-7.83,-8.13,-6.08,-11.21,-10.54,-7.69,-12.46,-18.47,-8.17,-16.46,-10.2,-6.64,-10.84,-9.39,-10.41,-10.68
2002-10-01,4.92,-6.53,3.13,8.88,3.83,5.44,6.93,5.02,6.42,2.45,14.77,-4.65,0.95,-0.62,5.68,7.26,12.31
2002-11-01,-1.31,5.0,2.96,6.08,9.63,9.76,2.03,0.06,18.18,5.7,19.42,10.97,3.75,1.57,4.32,3.22,8.75
2002-12-01,-1.04,11.56,0.75,-4.85,-4.81,-4.57,-3.05,-4.87,-10.27,-3.03,-14.51,-8.32,-0.69,3.84,-7.76,-4.25,-7.79
2003-01-01,-4.48,-3.81,-2.34,-4.37,-4.89,-5.84,-1.32,-6.53,-4.76,-6.8,-2.32,-3.64,-5.24,-3.27,-4.23,-1.6,-2.56
2003-02-01,-3.65,-3.1,1.83,-3.21,-1.17,-4.03,-2.64,4.93,2.25,-1.26,3.68,-5.31,-5.98,-3.97,-2.6,-3.26,-2.12
2003-03-01,0.13,-3.15,1.57,4.79,0.67,3.95,2.99,2.28,-3.25,-0.73,-2.61,-1.98,0.79,4.31,5.92,0.2,1.05
2003-04-01,3.89,5.34,-0.39,8.17,6.94,9.93,3.9,9.77,10.22,8.44,11.26,16.77,9.58,7.31,9.02,11.13,8.76
2003-05-01,7.15,14.45,8.5,3.99,4.22,0.94,4.06,9.84,13.13,2.52,12.1,2.36,5.94,10.12,2.07,5.61,5.74
2003-06-01,0.64,5.73,-1.02,-0.65,-1.56,-1.57,5.04,0.93,2.15,0.77,0.11,1.22,2.5,0.74,3.54,0.65,1.37
2003-07-01,-0.37,6.49,-2.52,4.86,2.96,7.85,-3.26,0.1,6.92,6.61,9.2,7.23,3.28,-5.15,4.4,4.36,2.08
2003-08-01,-0.48,8.49,6.18,5.13,4.27,1.88,-2.75,6.06,4.62,4.27,7.93,7.94,3.53,1.92,7.34,-0.52,2.71
2003-09-01,0.67,-0.31,-2.17,-1.56,-5.75,-6.13,2.11,-1.14,-3.16,-2.97,-4.06,-4.27,-4.01,3.85,-5.69,0.58,-1.31
2003-10-01,4.65,13.29,1.56,10.99,8.49,6.58,1.55,12.32,19.21,11.42,13.24,6.96,9.47,1.51,8.9,6.96,4.07
2003-11-01,2.63,8.76,0.64,2.98,0.62,2.96,2.06,1.59,3.56,4.69,3.61,2.79,-0.79,0.95,-0.09,0.96,0.95
2003-12-01,3.48,7.14,13.46,0.92,2.33,9.65,5.48,0.94,10.65,7.11,0.47,11.81,5.51,5.85,-2.99,4.13,5.66
2004-01-01,-0.22,-9.06,0.32,-1.62,3.51,-1.45,1.78,-1.83,0.05,-1.36,2.75,-2.1,-1.51,1.91,0.22,3.4,3.6
2004-02-01,4.81,6.33,4.51,6.14,2.47,2.84,2.12,5.26,6.35,4.07,-2.92,0.22,-0.32,2.11,7.7,2.9,-1.08
2004-03-01,0.93,3.6,-0.06,2.41,-2.77,-1.77,-3.62,2.73,-4.51,3.92,-1.76,-1.52,-2.22,1.14,-0.38,-0.68,-1.72
2004-04-01,1.89,-13.58,2.67,-1.83,-4.26,-0.65,4.04,-5.08,-8.7,-2.59,-7.19,3.9,1.43,-3.56,-2.9,-4.42,-0.49
2004-05-01,-0.2,5.61,0.52,-0.17,1.03,0.65,-1.12,2.27,5.85,0.55,5.71,-1.68,1.62,1.25,0.16,1.58,0.8
2004-06-01,1.14,4.14,5.34,4.16,2.92,5.62,-0.65,0.29,9.36,5.49,2.2,4.33,7.37,2.03,-0.35,0.55,2.86
2004-07-01,-6.83,1.49,3.39,-4.98,-6.35,-3.05,-6.26,-4.15,-0.19,-4.43,-9.43,-5.13,-1.97,1.06,-2.33,-2.3,-4.34
2004-08-01,0.28,3.43,-1.36,0.16,1.48,3.01,2.78,5.14,-0.27,-0.45,-6.05,-2.79,-0.47,3.66,-1.96,3.12,-0.79
2004-09-01,-3.34,6.49,8.85,2.83,4.25,4.5,-4.06,6.01,7.86,4.52,2.69,0.96,2.27,1.38,2.33,0.12,3.0
2004-10-01,2.98,-1.62,0.65,5.15,-0.59,0.35,-2.25,1.94,-3.62,5.34,4.53,-2.84,2.5,4.24,2.95,0.62,2.02
2004-11-01,2.34,8.63,6.31,4.19,8.58,8.86,1.78,4.31,12.97,9.84,5.71,6.51,6.45,4.89,3.2,4.65,4.81
2004-12-01,5.04,-2.69,-2.29,5.47,3.84,2.78,5.81,5.15,-1.72,1.87,3.15,5.04,1.96,2.49,3.08,4.19,4.08
2005-01-01,-0.23,-0.98,2.98,-2.61,-4.07,-1.34,-3.87,0.95,-0.39,-3.07,-5.02,-7.07,-4.03,1.76,-0.46,-2.09,-4.0
2005-02-01,-0.18,10.99,19.54,2.04,0.24,8.61,3.55,2.31,9.82,0.85,3.33,1.34,3.25,2.36,0.38,-0.25,-0.74
2005-03-01,-0.97,-5.27,-3.43,-1.65,-3.11,-2.04,0.76,-3.63,-7.53,-3.94,-2.79,-8.19,0.78,0.61,1.25,-3.24,-1.28
2005-04-01,0.49,-8.88,-5.59,-7.26,-9.26,-7.4,3.4,-4.37,-9.91,-1.04,-4.79,-10.57,-3.68,2.13,-5.54,-0.87,-2.56
2005-05-01,2.47,5.18,1.92,6.48,5.2,0.23,1.23,7.39,0.21,3.14,9.63,9.21,5.09,1.66,6.24,3.33,3.14
2005-06-01,-2.61,5.84,5.74,5.33,1.14,-0.7,-1.11,2.24,-3.01,0.52,-0.81,2.55,-1.4,5.56,2.67,2.42,-1.09
2005-07-01,1.97,10.68,5.77,3.15,1.07,4.79,1.64,10.25,13.15,5.84,6.67,7.57,5.01,2.98,4.94,1.74,4.77
2005-08-01,-1.01,4.92,5.67,-3.34,-2.46,-6.26,0.22,-3.28,-0.76,-1.64,-0.97,-4.43,-1.89,1.25,-6.53,-1.45,-0.63
2005-09-01,0.43,12.03,7.21,-2.75,-3.83,-1.66,-0.27,0.69,3.08,-3.27,0.53,-5.85,2.5,4.38,-1.67,1.17,-0.45
2005-10-01,-1.07,-6.95,-10.16,-2.86,-3.22,2.45,-2.87,-4.5,-4.33,-3.2,-4.26,-4.58,-0.6,-6.85,2.24,2.52,-1.18
2005-11-01,0.76,5.32,1.0,5.9,6.88,3.45,0.2,5.39,12.83,6.47,6.95,0.99,5.99,-0.22,3.67,4.5,4.84
2005-12-01,-1.26,5.23,0.46,0.12,0.77,0.91,3.74,-1.28,3.67,-1.09,-0.59,-1.36,2.29,1.24,-0.84,0.29,-1.31
2006-01-01,0.46,17.35,12.49,0.76,4.46,3.02,1.96,5.75,14.93,5.51,5.8,4.75,3.84,3.03,1.55,1.29,2.13
2006-02-01,1.57,-8.28,-8.16,1.2,2.36,0.05,1.32,-0.72,-2.94,3.32,0.77,-1.76,3.04,0.22,0.8,1.61,0.03
2006-03-01,1.82,7.02,3.97,1.66,4.45,1.13,-0.54,1.37,12.14,3.12,2.61,1.78,4.1,-3.64,2.72,0.64,2.56
2006-04-01,1.13,11.55,4.22,-0.45,-2.46,2.53,-0.52,-1.59,7.67,-1.54,1.55,-1.21,2.11,1.85,-0.89,2.79,-0.48
2006-05-01,3.33,-8.21,-3.48,-3.27,-3.78,-2.19,-1.96,-6.73,-4.59,-5.01,-6.41,1.63,-1.76,1.5,-1.38,-3.59,-3.01
2006-06-01,-0.56,-1.33,3.04,0.34,-1.3,-1.07,1.19,-3.93,2.89,-1.61,-2.0,1.19,2.09,2.41,1.45,-0.42,-0.38
2006-07-01,2.62,-6.19,5.74,-3.06,-2.85,-4.49,4.68,-6.28,-4.15,-3.3,-5.04,-1.82,-6.75,4.83,-4.72,1.38,-1.46
2006-08-01,2.75,-2.49,-3.12,3.96,3.51,3.7,3.6,0.31,-2.6,2.48,6.97,2.65,-0.71,2.28,3.03,1.49,3.42
2006-09-01,0.21,-9.12,-3.54,8.48,4.51,2.11,0.81,1.01,0.17,2.37,2.45,4.96,3.89,-2.11,6.52,3.59,3.1
2006-10-01,0.63,10.95,4.97,7.42,6.97,6.1,1.82,4.67,11.05,7.31,2.83,4.75,4.53,5.36,3.72,2.03,4.7
2006-11-01,0.47,6.78,8.67,4.2,1.84,3.25,0.21,4.2,8.83,2.94,4.45,1.63,3.23,3.06,-2.43,0.91,1.65
2006-12-01,2.01,-5.62,-1.69,0.01,-0.31,1.12,0.66,1.58,-2.7,-0.16,-1.26,0.27,-1.07,0.73,1.34,3.77,1.94
2007-01-01,1.18,5.62,-1.42,3.35,1.78,3.43,3.06,3.51,9.91,2.65,1.61,4.38,4.24,0.51,3.4,0.37,2.4
2007-02-01,-1.69,5.68,-2.22,1.84,1.15,2.33,-2.81,-1.78,2.66,-0.88,-0.6,0.25,-0.94,4.14,-0.16,-2.51,-2.54
2007-03-01,2.89,2.77,5.99,0.36,0.04,1.96,0.74,-4.69,6.31,2.16,0.65,-0.04,0.05,4.33,1.27,-0.37,1.02
2007-04-01,4.09,8.2,4.89,2.05,7.26,1.86,5.33,2.38,3.34,4.83,5.97,5.55,4.13,3.94,2.6,3.64,3.45
2007-05-01,2.33,7.77,6.96,5.3,1.76,4.88,1.41,6.27,10.52,6.14,4.78,2.46,5.23,1.2,1.85,2.82,3.7
2007-06-01,-0.87,-1.94,1.15,-0.47,-2.95,2.24,-3.63,-3.83,-3.5,0.36,1.93,3.6,-2.13,-4.83,-2.18,-3.64,-1.02
2007-07-01,-2.87,1.24,-0.79,-4.46,-6.77,-0.97,-3.96,-6.02,-2.68,-1.02,0.62,-6.55,0.9,-3.72,-5.17,-7.55,-2.49
2007-08-01,3.12,-3.4,0.31,-2.74,-2.08,2.53,3.13,0.47,-2.66,2.12,3.63,-1.39,-1.56,1.84,1.01,1.61,0.76
2007-09-01,5.94,13.14,7.76,1.54,-1.69,5.58,2.92,-6.47,8.54,1.05,3.94,2.94,3.76,3.54,0.7,1.91,3.97
2007-10-01,2.71,11.93,2.44,-0.83,0.22,3.79,1.92,0.76,2.53,2.28,2.96,2.21,0.9,6.83,1.28,-1.45,3.3
2007-11-01,1.05,-7.83,-4.6,-8.07,-6.98,-4.34,2.09,-9.25,-5.93,-3.97,-6.15,-10.68,-3.69,-0.72,-2.28,-6.21,-5.81
2007-12-01,0.33,2.89,7.57,-7.18,-3.84,4.69,-3.67,-2.15,1.06,-3.23,1.29,-1.37,-1.66,0.9,-2.8,-4.13,-0.42
